Comparison|||The company had a tax credit of $1.4 million|||In the year-earlier quarter, the tax credit was $3.3 million
Contingency|||If you say sell anytime a company's price/earnings ratio exceeds 15, that knocks out all your growth stocks|||You eliminate companies with substantial prospects that are moving up in price
Contingency|||Now, because of various difficulties, the product has been scrapped|||Time to sell
Contingency|||Similarly suppose you were attracted to a company because of expectations that sales would hit $200 million by 1990|||If things haven't worked out that well it's time to consider selling
Contingency|||just one for the plastic type|||Automated machines coextrude long plastic sheaths with graphite-plastic cores that are printed, cut, painted and eraser-fitted
Contingency|||By late yesterday, both sides appeared prepared to bury the hatchet|||The White House announced that Mr. Agnos, along with the mayors of Oakland and Alameda, are to accompany President Bush on a tour of the earthquake area today
Contingency|||Both can be expected to go after the market aggressively|||the Digital gets 30% of its revenue from the manufacturing market, and Hewlett-Packard gets 50%
Contingency|||the joint venture represents considerable savings for both Renault and DAF, since both companies would in any case have had to renew their existing ranges of light goods vehicles|||By pooling their resources, the two groups have effectively halved the design and development costs that would otherwise have been entailed
Contingency|||So the Federal Reserve is an attractive target for complaint by politicians|||The Fed is easily assigned the blame for unpleasantness, like high interest rates or slow economic growth, while the politicians can escape responsibility by pointing to the Fed's independence
Contingency|||they rest on an incorrect view|||They would not solve the problem
Contingency|||Even where the Fed did not share this view it felt the need to accommodate to it|||Despite all the formal provisions for its independence, the Fed seems constantly to feel that if it uses its independence too freely it will lose it
